960,206
340,404
178,219
218,943
633,378
172,353
240,972
302,528
141,685
385,98
687,379
88,237
921,316
465,850
669,39
682,269
875,589
375,548
140,943
250,966
433,984
652,551
456,181
216,991
907,668
505,110
122,419
497,488
205,707
983,501
837,22
824,220
998,296
769,514
592,152
173,731
385,465
900,123
796,109
45,551
270,366
520,405
302,215
828,273
907,965
496,59
7,890
300,381
862,569
834,339
180,198
412,214
927,38
804,216
385,874
535,648
15,429
922,310
889,132
369,628
547,584
418,245
167,146
172,701
560,767
359,98
314,904
875,192
958,255
894,268
611,839
879,618
791,796
339,282
384,712
200,257
251,333
276,468
898,567
944,321
606,817
604,365
105,40
190,19
401,329
758,134
795,250
717,505
519,841
910,17
912,334
868,647
190,320
423,281
978,129
12,532
417,617
634,334
527,704
939,560
835,348
559,75
257,660
417,207
432,829
402,355
390,323
345,856
159,550
463,606
686,346
915,400
938,773
269,161
236,184
922,958
110,356
340,717
122,84
258,995
778,893
808,316
522,30
295,946
133,425
266,367
999,48
784,946
689,629
745,319
698,248
632,409
907,933
572,818
411,168
531,63
596,569
536,415
494,185
396,66
838,480
377,435
365,862
680,54
538,464
871,276
251,803
87,122
256,292
902,283
490,972
386,852
177,90
150,406
162,67
813,385
911,984
273,365
651,210
648,522
697,893
44,833
800,843
248,342
634,222
917,718
585,250
650,608
891,990
193,803
835,592
953,599
306,594
283,670
683,368
966,325
196,48
399,472
653,479
624,648
171,283
430,345
152,853
467,372
446,472
845,867
669,364
133,604
676,894
800,319
695,332
395,154
730,690
833,192
624,398
420,216
109,135
17,146
261,44
954,175
423,899
191,881
321,694
967,450
409,133
649,808
359,286
821,953
315,412
219,544
52,308
677,305
111,860
507,668
919,226
759,171
80,497
105,397
707,761
63,589
188,222
437,144
586,60
844,97
115,752
871,501
313,627
378,465
783,819
210,747
6,272
234,933
553,45
541,205
615,361
994,574
650,222
397,489
84,509
429,312
555,843
895,130
791,57
846,408
327,768
303,339
942,877
164,327
194,359
506,864
7,40
605,232
89,434
691,279
613,868
975,943
583,953
885,197
555,835
452,903
700,525
10,275
918,314
461,176
620,15
191,372
23,555
381,811
885,995
665,517
177,261
849,457
22,550
809,716
5,405
601,83
929,706
53,413
821,762
552,109
641,996
219,136
320,396
580,5
399,882
931,808
334,562
772,690
205,745
675,486
701,672
361,736
998,680
572,9
469,986
446,360
322,203
913,76
869,499
404,235
885,289
560,426
435,101
405,192
747,394
896,274
329,319
60,368
584,859
867,854
846,517
354,663
705,430
53,78
862,89
872,286
106,956
254,869
958,863
569,692
958,847
470,442
441,483
11,885
157,355
678,517
979,247
514,722
653,560
69,484
616,338
751,286
353,111
278,474
154,729
353,416
362,843
4,468
496,258
856,34
424,240
591,198
240,821
814,326
938,381
228,629
421,929
106,57
139,582
978,223
763,636
55,877
268,312
893,225
379,604
34,243
216,701
750,429
495,804
915,904
350,347
393,501
306,819
76,362
890,282
245,475
690,27
589,828
843,795
518,800
460,153
688,452
554,661
458,909
102,199
594,482
951,587
169,55
389,997
413,652
503,749
11,736
367,533
515,304
402,988
5,428
555,174
242,197
696,501
848,355
423,963
558,438
29,803
424,226
901,967
267,679
150,466
227,52
829,150
767,406
727,201
807,908
285,121
368,754
968,21
240,284
37,154
138,192
808,943
754,927
601,862
128,625
922,655
287,183
921,477
920,512
459,531
986,79
889,528
29,155
205,824
263,111
859,696
702,802
613,761
323,843
373,750
801,177
556,440
118,105
948,901
312,522
81,284
493,677
649,70
698,104
533,398
143,670
543,149
941,82
857,154
659,225
67,351
888,132
988,672
333,412
413,81
59,933
347,857
476,429
602,638
114,159
464,601
580,176
823,626
481,450
234,803
958,793
167,178
596,28
881,433
299,112
988,74
841,638
504,735
513,59
187,885
180,971
504,507
193,536
912,782
178,47
956,575
954,255
265,790
981,939
531,514
387,767
709,560
687,185
370,791
623,48
391,833
941,442
142,777
163,164
753,530
22,550
546,110
488,334
807,488
650,887
210,968
544,568
602,257
847,826
134,453
502,997
325,86
906,915
219,275
76,629
852,731
870,345
109,554
30,393
542,822
679,549
555,460
976,214
655,880
462,547
914,351
592,820
756,304
816,923
802,422
825,80
177,101
702,262
103,4
870,608
862,373
594,455
772,998
183,252
17,114
687,305
774,204
781,435
985,2
176,203
905,431
583,990
44,280
291,665
832,279
884,328
13,409
538,709
340,917
47,985
943,395
140,945
846,884
253,201
430,862
990,66
154,284
251,701
844,833
185,373
890,183
558,667
817,166
560,821
351,326
63,226
903,947
965,893
889,316
96,917
501,581
658,664
764,277
621,757
521,324
458,359
673,86
475,450
289,539
817,252
126,409
951,642
5,169
290,383
656,552
183,201
449,600
555,300
845,741
178,131
996,779
983,638
82,961
521,777
335,896
911,228
45,714
153,991
918,951
91,649
317,553
489,527
169,204
212,224
117,214
560,484
716,917
222,493
772,190
559,272
279,598
51,894
48,279
804,144
933,973
54,828
62,197
455,162
853,203
711,477
485,953
469,633
2,483
504,480
416,886
983,4
901,757
990,293
286,845
243,576
871,52
568,17
976,805
231,323
713,637
604,119
998,598
703,496
666,748
0,849
86,834
980,640
128,973
80,360
616,609
701,230
748,94
961,140
274,304
889,328
319,274
308,604
676,578
855,105
801,47
659,884
915,707
684,524
148,633
961,118
200,479
379,631
220,238
106,102
421,638
233,982
120,591
575,269
455,178
190,653
78,696
339,342
280,820
580,364
928,591
721,894
693,186
581,449
202,708
51,221
329,850
788,791
608,579
151,495
889,974
323,290
106,265
327,635
458,4
290,734
952,217
731,715
861,177
427,771
963,123
33,445
384,228
371,163
373,17
772,917
50,439
555,119
517,66
352,950
344,739
759,461
954,284
561,642
318,989
260,422
229,616
600,688
432,373
848,646
228,690
226,563
841,245
180,450
729,835
160,241
727,329
492,36
553,257
881,472
558,599
490,710
367,878
868,524
49,762
482,545
118,29
612,788
458,824
481,137
859,722
164,361
567,368
450,963
254,556
36,307
979,464
242,325
420,849
997,123
732,936
474,100
690,865
258,7
169,121
855,862
393,227
109,518
536,6
746,293
514,730
336,368
488,254
632,891
459,885
29,134
402,484
768,935
747,548
201,498
374,246
673,537
104,807
498,18
516,434
949,535
668,552
516,425
787,725
873,300
675,688
264,15
453,225
814,972
743,933
484,70
898,48
644,960
633,836
245,408
242,199
867,387
963,898
209,749
955,921
651,570
143,463
515,612
976,531
708,168
684,329
344,818
279,635
383,885
690,877
747,399
689,931
11,836
864,729
445,936
315,735
668,856
844,724
723,666
518,268
199,216
275,373
536,423
206,560
154,988
764,550
802,29
60,519
410,795
663,240
544,763
743,544
498,353
735,217
293,453
764,468
449,367
959,532
999,809
233,142
248,51
312,955
450,494
52,322
700,88
870,310
556,440
372,948
77,820
945,208
279,904
230,517
897,251
480,220
643,938
618,437
123,271
244,505
266,70
853,575
242,704
595,712
428,94
440,319
4,902
538,718
32,288
496,209
250,121
216,793
366,246
766,414
303,840
568,465
370,574
164,530
340,328
553,980
619,122
668,820
446,915
478,95
561,769
413,202
706,99
335,527
846,254
841,907
572,353
400,549
609,525
938,658
199,296
46,43
334,613
167,779
877,687
232,816
219,808
385,97
894,238
763,593
785,889
417,126
829,716
146,253
584,433
145,862
454,652
307,722
301,47
830,840
910,661
531,853
796,14
830,606
435,625
508,263
1,402
117,595
395,40
379,260
551,611
990,257
69,729
163,509
706,942
999,128
572,596
911,976
142,334
521,198
517,708
128,338
39,787
73,176
955,530
196,145
716,141
788,758
220,726
946,492
744,87
643,576
483,270
749,931
803,871
357,167
413,698
16,923
867,734
53,209
993,496
45,723
665,144
651,667
466,624
409,516
29,549
128,884
690,261
592,923
197,224
496,212
360,988
98,505
45,410
448,691
727,310
522,878
828,174
306,711
800,701
451,150
300,988
919,523
778,755
771,43
331,101
270,141
352,868
303,854
442,592
202,774
629,969
707,762
320,852
136,199
165,262
281,805
797,67
349,5
477,279
253,432
138,190
76,432
609,105
199,825
605,867
910,894
306,841
78,298
538,407
586,851
554,938
159,715
131,617
980,943
68,695
872,708
71,173
513,835
432,360
196,608
770,785
706,105
397,881
232,529
968,53
862,295
766,331
78,613
537,887
204,63
925,622
299,366
269,26
277,17
417,504
647,995
82,557
256,488
828,259
191,763
669,6
623,6
463,789
485,691
50,211
181,961
939,757
527,244
86,962
247,323
40,567
803,223
469,86
39,632
894,297
403,635
911,960
896,637
88,439
373,810
732,858
406,826
872,380
896,962
533,913
867,482
162,883
423,208
572,380
856,462
114,178
772,989
761,901
520,287
487,950
112,889
246,346
857,228
438,31
732,776
438,937
95,797
918,618
340,864
712,870
366,881
33,331
52,211
403,987
299,900
333,536
828,999
128,647
243,508
661,844
391,609
267,44
780,981
756,738
571,866
630,242
129,787
215,39
220,40
965,634
204,225
258,120
492,324
48,857
736,501
291,92
982,517
754,876
579,669
368,986
111,429
152,285
665,589
797,618
880,486
363,773
669,252
115,377
682,328
560,243
412,450
168,747
301,614
463,281
978,392
833,67
774,686
531,650
993,203
268,796
878,915
151,606
42,71
733,584
392,65
114,90
672,460
885,293
195,212
495,642
849,179
881,319
254,910
915,682
30,965
18,628
666,344
406,128
147,434
633,848
361,855
424,466
885,230
613,962
859,72
300,888
908,828
426,765
953,793
105,235
400,477
504,32
290,982
237,712
163,727
40,350
389,730
354,327
209,268
505,517
100,263
287,308
672,102
57,841
432,747
310,667
321,419
776,978
454,487
223,786
475,965
262,417
516,661
954,960
324,145
766,730
777,795
716,604
625,738
946,228
352,866
422,438
569,995
81,197
684,158
744,668
802,747
747,527
230,991
22,362
179,432
912,782
192,10
270,502
739,271
994,818
897,535
388,613
725,248
963,375
51,124
532,558
901,698
580,746
246,43
758,47
880,156
848,28
653,854
812,6
207,845
146,835
11,876
867,642
841,812
609,382
853,89
674,185
739,793
81,929
520,677
273,744
609,883
155,435
283,635
105,353
729,43
979,468
449,904
757,63
964,443
464,19
774,541
653,70
955,260
385,351
534,410
896,145
198,230
626,320
448,785
56,787
946,533
205,3
93,120
966,405
143,816
480,379
736,75
383,670
414,37
215,963
45,372
67,419
92,30
397,991
47,697
270,312
695,677
869,246
195,442
434,451
586,426
42,295
330,308
18,532
664,914
254,285
335,560
401,124
352,15
48,757
140,127
289,933
828,674
541,928
290,730
852,276
490,628
583,152
103,889
394,755
175,289
877,854
819,902
400,145
964,417
149,218
425,337
634,679
503,674
877,415
939,763
795,685
492,503
412,227
793,208
252,449
900,254
500,473
933,77
615,7
136,142
793,371
771,284
760,181
818,719
950,989
68,507
91,492
430,79
398,530
485,252
297,374
545,628
148,788
81,343
471,187
886,556
799,578
262,557
475,60
835,611
982,868
355,384
537,718
969,607
480,337
670,290
819,659
105,446
454,113
300,499
879,857
269,272
387,833
604,921
32,793
870,51
148,727
561,30
596,322
601,436
474,767
308,315
910,348
404,230
687,69
798,236
244,449
443,417
438,730
43,133
244,180
427,444
766,180
893,327
567,342
841,872
989,0
438,934
503,248
927,983
70,997
231,800
974,990
462,133
986,510
823,328
696,622
785,518
658,153
659,77
560,507
409,320
931,368
627,962
302,539
527,951
994,148
976,94
413,825
751,506
845,106
158,215
184,657
903,99
313,517
411,605
363,119
789,650
951,842
464,282
803,454
132,756
749,838
515,106
57,60
596,159
18,124
223,185
715,384
252,628
959,78
532,826
677,821
898,158
879,389
817,754
7,283
395,916
321,762
223,7
64,693
513,486
695,106
470,366
228,727
563,133
522,62
323,831
372,662
745,307
221,491
266,820
918,709
595,192
406,641
682,323
466,787
302,174
584,691
854,711
607,745
433,24
568,841
660,16
370,898
169,823
209,982
283,651
809,539
99,573
792,438
154,78
555,240
567,32
295,693
626,129
721,440
880,178
435,140
523,652
770,306
847,477
246,896
623,998
93,870
990,407
877,296
873,863
823,317
43,782
470,300
702,935
407,759
358,243
31,223
208,913
822,758
617,622
664,345
279,526
45,561
580,67
320,228
445,674
427,63
867,225
222,901
445,786
862,787
558,493
812,173
433,862
746,129
16,762
584,369
606,621
783,63
834,976
70,427
966,200
185,81
793,733
948,865
868,420
993,977
293,529
311,523
627,959
55,689
40,970
963,6
966,172
279,563
176,358
941,931
116,738
753,837
731,945
680,359
511,654
967,6
854,670
663,80
566,700
404,651
594,37
204,658
854,967
223,669
64,960
807,53
945,956
282,350
390,882
695,627
461,598
936,22
874,695
634,71
339,990
627,194
882,662
556,290
388,618
95,765
953,720
112,553
294,111
897,725
239,364
781,102
271,375
39,436
26,678
567,9
177,726
848,444
660,872
828,270
870,417
841,197
419,574
428,187
294,984
79,112
570,396
303,981
713,584
70,658
713,662
886,898
265,568
727,397
933,389
218,933
299,801
853,516
469,925
221,562
657,251
657,275
197,11
175,197
452,868
777,804
424,974
629,255
48,434
626,672
873,601
769,224
502,982
949,688
4,749
371,923
133,594
769,13
857,375
993,826
83,579
941,955
738,218
900,802
305,777
602,549
829,740
487,661
515,211
68,90
997,194
102,293
381,270
558,373
834,32
463,370
776,84
847,567
945,629
912,265
873,924
57,464
514,779
816,210
608,55
104,227
940,426
32,800
759,70
256,803
979,192
653,985
464,29
407,547
943,887
829,589
830,436
458,882
570,402
453,179
470,498
206,250
749,996
423,480
626,100
789,385
377,840
179,39
78,800
24,365
268,443
250,679
518,463
327,624
448,659
106,82
54,589
249,829
745,498
503,982
202,37
313,587
743,32
290,177
782,387
664,602
124,999
102,914
204,230
718,325
789,405
429,667
547,875
38,370
831,289
115,507
765,531
705,104
860,797
886,201
609,413
735,790
793,410
322,410
684,232
199,113
205,69
406,160
957,877
656,749
586,484
668,720
385,997
516,96
77,598
564,51
220,90
767,231
174,328
732,972
204,574
890,589
515,455
478,169
870,449
319,936
469,489
852,312
68,102
727,283
480,917
959,605
835,666
645,625
835,902
48,11
400,72
430,141
984,151
788,649
67,24
547,112
478,572
548,758
363,782
634,640
435,12
902,116
165,111
336,497
620,31
779,18
104,906
279,271
309,636
83,385
997,885
157,715
183,557
406,31
215,367
532,287
445,557
232,924
973,15
427,544
405,66
495,281
612,397
624,527
352,762
509,256
728,252
608,417
93,350
968,824
336,445
591,197
902,206
7,363
168,809
49,877
474,91
496,402
79,530
321,398
187,355
904,882
901,342
954,828
981,260
653,343
600,645
927,10
354,625
754,303
40,629
251,42
616,229
882,418
171,737
994,531
978,181
335,48
992,20
603,360
174,709
816,83
728,111
32,528
450,387
437,936
364,466
695,695
317,738
366,757
725,298
258,618
592,629
710,248
648,2
601,96
320,549
690,714
713,326
398,590
408,474
68,110
203,185
158,465
819,451
180,148
854,350
957,525
979,689
670,715
351,624
869,677
760,518
67,735
618,488
293,758
773,530
835,898
359,966
59,507
323,876
397,689
647,789
931,284
139,709
755,38
350,85
567,55
39,197
257,939
524,975
355,342
626,175
919,916
623,380
517,719
496,38
889,162
927,71
177,514
204,24
968,643
377,946
737,859
800,75
775,929
547,221
912,265
260,254
250,15
955,707
656,512
900,117
834,749
461,388
227,540
37,252
199,131
874,690
893,295
505,365
228,378
967,626
388,131
904,563
134,636
250,725
640,618
78,158
584,677
886,390
